
J8pc,rājayogam,yoginā,vidyopadiśyate,rājayogam,ajānatām,prakāśyate,svātmārāmo,śrīādinātha,śāgarā,siddha,budhiś ca,pauraṭaṃkaḥ,surānanda,siddha,pādaś ca,,carppaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarādayaḥ,ṭiṇṭiṇī,vāsukir,prasādataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,jagatām,ādhāraḥ,kamaṭho,haṭhaḥ,,viṭapaṃ,yataṃ,liptavimalaṃ,niḥśeṣa,bādhojjhitam,vedikūparuciraṃ,mārgaṃ samaṃbhyaset,ṣaḍbhir yogo,vinaśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,tat kuryād āsana,sthairyam,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ tathā
L1,rājasaudham,dhīmatā,vidyopadiśyate,rājayogam,ajānataḥ,kṛpākaraḥ,ātmārāmo,śrīādinātha,śāradā,siddha,buddhaś ca,,,,,,,pūjya,bilvanātho,kākacaṇḍīśvarādayaḥ,ṭiṇṭhiṇiḥ,bālukīr,prabhāvataḥ,saṃsāra,tāpa,śamāśraya,maṭho haṭhaḥ,jagatām,ādhārai,kamaṭho,haṭhaḥ,,piṭharaṃ,yitaṃ,liptavimalaṃ,niḥśeṣa,jantūjjhitam,vedikūparacitaṃ,eva sadābhyaset,ṣaḍbhir yogo,vinaśyati,sāhasād dhairyāt,jñānād viniścayāt,yogaḥ prasidhyati,tatkuryād āsanaṃ,sthairyam,lāghavaṃ,vakṣyante,pādatale ubhe,pracakṣate,ca,gomukhaṃ yathā
M1,rājasaudham,yoginā,vidyopadiśyate,rājamārgam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,siddha,buddhaś ca,ghoraṃṭakaḥ,surānandaḥ,siddha,pādaś ca,,parpaṭiḥ,pūjya,nityanātho,kākacaṃteśvaro mayaḥ,ṭiṭṭibhaḥ,bālukīr,prasādataḥ,saṃsāra,tāpa,samāśraya,maṭho haṭhaḥ,jagatām,ādhāra,kamaṭho,haṭhaḥ,,piṭharaṃ,yataṃ,liptamamalaṃ,niḥśeṣa,jantūtthitaṃ,vedikoparuciraṃ,eva sadābhyaset,ṣaḍbhir yogo,vinaśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,tat kuryād āsane,sthairyam,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
N1,rājayogam,yoginā,yogopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,śuddha,buddhaś ca,pauraṇḍakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūjya,dhaninātho,kākacaṇḍīśvarādayaḥ,ṭiṇṭhiṇīḥ,bhāluko,prabhāvataḥ,saṃsāra,tāpa,āścaryo yaṃ,haṭho mataḥ,jagatīm,ādhāra,kamaṭho,haṭhaḥ,,pīṭhaṃ,yataṃ,liptavimalaṃ,niḥśeṣa,vātār*n*ītaṃ,veviracitaṃ,eva sadābhyaset,ṣaḍbhir yogaḥ,praṇaśyati,niścayoddhairyāt,jñānāc ca niścalāt,yogaś ca siddhati,kuryāt tad āsanaṃ,tasmād,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhākṛtiḥ
N10,rājayogam,yoginā,yogaḥ pradṛśyate,rājayogam,ajānatām,kṣamākaraḥ,svātmārāmo,śrīādinātha,śāṃvarā,śuddha,buddhaś ca,pauraṇḍakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūrva,dhvaninātho,kākacaṇḍīśvarādayaḥ,ṭiṇṭiṇiḥ,bhālukī,prabhāvataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,jatām,ādhāra,kamaṭho,haṭhaḥ,,viṭapa,rpitaṃ,liptamamalaṃ,nirdoṣa,bādhojjhitam,vedikūparacitaṃ,evaṃ samabhyaset,ḍbhir yogo,vinaśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogas tu sidhyati,kuryāt tad āsanaṃ,tasmād,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣyate,'pi,gīrmukhaṃ tathā
N11,rājasaudham,dhīmatā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,ātmārāmo,śrīādinātha,śāradā,siddha,buddhaś ca,,,,,,,pūjya,nityanātho,kākacaṇḍīśvarogajaḥ,carpaṭaḥ,bhālukir,prabhāvataḥ,saṃsāra,tāpa,samāśraya,maṭho haṭhaḥ,jālānām,ādhāra,kamaṭho,haṭhaḥ,,piṭharaṃ,yitaṃ,liptavimalaṃ,niḥśeṣa,jantūjjhitam,vedikūparacitaṃ,eva samabhyaset,ṣaḍbhir yogo,vinaśyati,sāhasād dhairyāt,jñānāc ca niścayāt,yogas tu sidhyati,tat kuryād āsana,sthairyam,lāghavaṃ,vakṣyante,pādatale ubhe,pracakṣate,ca,gomukhaṃ yathā
N12,rājasaudham,yoginā,vidyopadiśyate,rājamārgam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śāradā,siddha,buddhaś ca,kauraṃṭaka,surānanda,siddha,pādaś ca,,carpaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvaro mayaḥ,ciṃciṇī,bhālukī,prasādataḥ,saṃsāra,tāpa,samāśraya,maṭho haṭhaḥ,vijñānaḥ,sarva,siddhi,pradāyakaḥ,,puṭitaṃ,yataṃ,lepavimalaṃ,niḥśeṣa,vodhotsitaṃ,vedikūparuciraṃ,eva sadābhyaset,ṣaḍbhir yogo,vinaśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,tatkuryād āsanaṃ,sthairyam,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣyate,tu,gomukhākṛtiḥ
N13,rājayogam,yoginā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,śuddha,buddhaś ca,koraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarāhvayaḥ,ṭiṇṭiṇiḥ,bhālukī,prabhāvataḥ,aśeṣa,tāpa,samāśraya,maṭho haṭhaḥ,yuktānām,ādhāra,kamaṭho,haṭhaḥ,,vivaraṃ,yataṃ,liptamamalaṃ,niḥśeṣa,jantūjjhitam,vedikūparuciraṃ,eva samabhyaset,ṣaḍbhir yogo,vinaśyati,sāhasād dhairyāt,jñānāc ca niścayāt,yogaḥ prasidhyati,kuryāt tad āsanaṃ,sthairyam,lāghavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhākṛti
N16,rājasaidhaṃm,dhīmatā,vidyopadiśyate,rājayogam,ajānataḥ,kṛpākaraḥ,ātmārāme,śrīādinātha,śāradā,siddhi,buddhiś ca,kauraṇṭakaḥ,surānandaḥ,siddhi,pādaś ca,,carpaṭiḥ,pūjya,nityanātho,kākacaṃndrīśvarādayaḥ,ṭiṇṭiṇiḥ,vāsukir,prabhāvataḥ,saṃsāra,tāpa,samāśraya,maho haṭha,jagatām,ādhāra,kamaṭho,haṭhaḥ,,viṭapaṃ,yitaṃ,liptavimalaṃ,niḥśeṣa,jantūjjhitam,vedikūparacitaṃ,eva sadābhyaset,ṣaḍbhir yogo,vinaśyati,niścayād dhairyā,jñānād viniścayāt,yogaḥ prasidhyati,tat kuryād āsana,sthairyam,pāṭavaṃ,vakṣyante,pādatale ubhe,pracakṣate,tu,gomukhaṃ viduḥ
N17,rājayogam,yoginā,yogo pradiśyate,rājayogam,ajānatām,kṣamākaraḥ,svātmārāmo,śrīādinātha,śābarā,śuddha,buddhaś ca,pauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carppaṭiḥ,pūjya,dhvaninātho,kākacaṇḍīśvarādayaḥ,ṭiṇṭiṇī,bhālukī,prabhāvataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,jagatām,ādhāraḥ,kama,haṭhaḥ,,piṭharaṃ,yutaṃ,liptamamalaṃ,niḥśeṣa,bādhojjhitam,vedikūparacitaṃ,evaṃ samaṃbhyaset,ṣaḍbhir yogaś,ca naśyati,niścayādvairyāt,jñānāc ca darśanāt,yogaṃś ca sidhyati,kuryāt tad āsanaṃ,tasmād,lāghavaṃ,katthyente,pādatale ubhe,pracakṣate,'pi,gomukhaṃ tathā
N18,rājasaudham,yoginā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,siddha,buddhaś ca,pauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarādayaḥ,,bhālukī,prabhāvataḥ,saṃsāra,tāpa,samāśraya,haṭho mataḥ,jagatām,ādhāra,kamaṭho,haṭhaḥ,,,yataṃ,liptavimalaṃ,niḥśeṣa,jantūjjhitam,,evaṃ sadābhyaset,ṣaḍbhir yogo,vinaśyati,niścayādvairyyāt,jñānāc ca darśanāt,yogas tu sidhyati,tat kuryām āsana,sthairyam,pāṭavaṃ,kathyate,pādatale ubhe,pracakṣate,tu,gomukhaṃ yathā
N19,rājasaudham,yoginā,yogopadiśyate,rājayogam,vijānatā,kṛpākaraḥ,svātmārāmo,śrīādinātha,śāmbarā,siddho,buddhaś ca,pauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvaro mayaḥ,ṭiṇṭiṇī,bhālukī,prabhāvataḥ,saṃsāra,tāpa,samāśraya,maṭho haṭhaḥ,jagatām,ptādhāraḥ,kamaṭho,haṭhaḥ,,piṭikāṃ,yataṃ,liptavimalaṃ,niḥśeṣa,bādhojgataṃ,vedikaparuciraṃ,evam ahābhyaset,ṣaḍbhir yogo,vinaśyati,viścalaṃ dhairyyaṃ,jñānānudarśitaṃ,yogaḥ prasidhyati,tatkuryād āsanaṃ,dhairyyaṃ,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣyate,'pi,gomukhaṃ yathā
N2,rājasaudham,yoginā,yogopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śāṃvarā,siddhi,buddhaś ca,koraṇṭīkaḥ,surānanda,siddha,pādaś ca,,carppaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarādayaḥ,ṭiṭiṇī,vālakī,prabhāvataḥ,saṃsāra,tāpa,samāśraya,mato haṭhaḥ,jagatām,ādhāraḥ,kamaṭho,haṭhaḥ,,viṭapaṃ,yutaṃ,liptavimalaṃ,niḥśeṣa,vāt dhā*dg*ataṃ,vedikūparuciraṃ,eva sadābhyaset,ṣaḍbhir yogaḥ,praṇaśyati,niścayād dhairyāt,jñānārthadarśanāt,yogaḥ prasidhyati,tatkuryād āsanaṃ,sthairyam,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
N20,rājayogam,yoginā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,sāgarā,viddha,buddhiś ca,paura...kaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūjya,nityanātho,,ciṃcilī,vāsukī,prasādataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,yuktānām,ādhāraḥ,kamaṭho,yathā,,viṭapaṃ,yitaṃ,sāṃdravimalaṃ,niḥśeṣa,bādhoghitaṃ,vedikūparuciraṃ,mārgaṃ samabhyaset,ṣaḍbhir yogo,vinaśyati,niścayād dhairyāt,jñānasya darśanāt,yogaḥ prasidhyati,tatkuryād āsanaṃ,sthairye,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣate,caiva,gomukhaṃ tathā
N21,rājasaudham,yoginā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,siddha,buddhaś ca,koraṃtakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarāvayaḥ,tiṇṭiṇī,bālukī,prasādataḥ,saṃsāra,tāpa,āśrayo yaṃ,mato haṭhaḥ,jātānām,ādhāra,kaṃato,haṭhaḥ,,piṭhakaṃ,yataṃ,liptavimalaṃ,niḥśeṣa,bādhojjitam,vedikūparuciraṃ,eva sadābhyaset,ṣaḍbhir yogā,vinaśyati,.. .. hasādvairyāt,jñānā ccaniścajāj,yogaḥ prasidhyati,tatkuryād āsanaṃ,sthairyam,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
N22,rājasaukham,yoginī,vidyopadiśyate,rājayogam,jānanaṃ,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,sidha,nudhaś ca,pauraṃṭaka,surānanda,siddha,pāda,,carpaṭiḥ,pūrva,nityanātho,,,,,,,,,,,,,,,,,,,,evaṃ samabhyaset,ṣaḍbhir yogo,vinaśyatiḥ,nikhilādhairyā,jñānāc ca darśanāt,yogo prasidhyati,tatkuryād āsanaṃ,dhairyyaṃ,pāṭavaṃ,kathyate,pādātalau ubhau,tracakṣyate,,
N23,rājasaudha,yoginā,vidyopadiśyate,rājamārgam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,siddha,buddhaś ca,koraṃtakaḥ,surānandaḥ,siddha,pādaś ca,,carppaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarāhvayaḥ,tīṭiṇi,bhānuki,prasādataḥ,saṃsāra,tāpa,samāśraya,maṭho haṭhaḥ,jagatām,ādhāra,kamaṭho,haṭhaḥ,,piṭhikaṃ,yataṃ,liptamamalaṃ,niḥśeṣa,jaṃbhūdgitāṃ,vedikūparuciraṃ,eva samabhyaset,ṣaḍbhir yogaḥ,vinaśyati,sāhasād vairyāt,jñānāc ca niścayāt,yyogaḥ prasidhyati,tatkuryād āsanaṃ,sthairyam,lāghavaṃ,kathyante,pādātale śubhe,pracakṣyate,ca,gomukhākṛtiḥ
N24,rājayogam,yoginā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śāradā,siddhar,cuddhaś ca,kauraṇṭakaḥ,śurānaṃdaḥ,siddhi,pādaś ca,,carpaṭi,pūjya,nityanātho,kākacaṃḍiśvarāhayaḥ,ṭiṇṭiṇī,bhālukir,prabhāvataḥ,saṃsāra,tāpa,samāśraya,nago haṭhaḥ,jātānām,ādhāra,kamaṭho,haṭhaḥ,,viṭharaṃ,yataṃ,liptavimalaṃ,niḥśeṣa,jaṃtajjhitaṃ,vedikūparucitaṃ,evaṃ samabhyaset,ṣaḍbhir yogo,vinaśyati,sāhasād dhairyāt,jñānāc ca niścayāt,yogaḥ prasidhyatiḥ,tatkuryād āsanaṃ,sthairyam,lāghavaṃ,vakṣyante,pādatale ubhe,pracakṣate,tu,gomukhākṛti
N3,rājasaudham,yoginā,vidyopadiśyate,rājamārgam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,siddha,buddhiś ca,goraṃṭaka,surānanda,siddha,pādaś ca,,carpaṭi,pūjya,nityanātho,kākacaṃdeśvarogayaḥ,ṭiṇṭiṇiḥ,bhāluki,prabhāvataḥ,saṃsāra,tāpa,samaśra,prathamo haṭhaḥ,,,,,,piṭhakaṃ,yataṃ,liptavimalaṃ,nidoṣi,jpaṃtpūpsitaṃ,vedikūparuciraṃ,eva sadābhyaset,ṣaḍbhir yogo,vinaśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,tat kuryād āsana,sthairyam,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
N5,rājasaudham,dhīmatā,vidyopadiśyate,rājayogam,ajānataḥ,kṛpāparaḥ,ātmārāmo,śrīādināthāya,śāradaḥ,siddha,buddhaś ca,pauraṃṭhakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭīḥ,pūjya,bilvanātho,kākacaṇḍisurādayaḥ,ṭiṇṭiṇīḥ,vālakir,prabhāvataḥ,saṃsāra,tāpa,samāśraya,maṭho haṭhaḥ,jagatām,ādhāra,kamaṭho,haṭhaḥ,,piṭhiraṃ,ryataṃ,liptavimalaṃ,niḥśeṣa,jantūhritaṃ,vedikūparacitaṃ,eva sadābhyaset,ṣaḍbhir yogo,vinaśyati,sāhasād dhairyāt,jñānād viniścayāt,yogaḥ prasidhyati,tatkuryād āsanaṃ,sthairyam,lāghavaṃ,vakṣyante,pādatale ubhe,pracakṣate,tu,gomukhaṃ yathā
N6,rājayogam,yoginā,yogopadiśyate,rājayogam,ajānatām,kṣamākaraḥ,svātmārāmo,śrīādinātha,śābarā,śuddha,buddhaś ca,pauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carppaṭiḥ,pūjya,dhvaninātho,kākacaṇḍīśvarādayaḥ,ṭiṇṭiṇiḥ,bhālukī,prabhāvataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,jagatām,ādhāraḥ,kamaṭho,haṭhaḥ,,piṭharaṃ,yitaṃ,liptamamalaṃ,nirdoṣa,bādhojjhitam,vedikūparacitaṃ,evaṃ samabhyaset,ṣaḍbhir yogaḥ,ca naśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaś ca sidhyati,kuryāt tad āsanaṃ,tasmād,lāghavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ tathā
N9,rājayogam,yoginā,yogopadiśyate,rājayogam,ajānatām,kṣamākaraḥ,svātmārāmo,śrīādinātha,sāgarā,śuddha,buddhaś ca,prauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carppaṭiḥ,pūrva,sidhvaniddhanātho,kākacaṇḍīścarādayaḥ,ṭiṃṭinī ciṃciṇīḥ,vāsukī,prabhāvataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,yuktānām,ādhāra,kamaṭho,haṭhaḥ,,viṭapaṃ,yitaṃ,liptamamalaṃ,nirdoṣa,vāhyojhitaḥ,vedikaparaciraṃ,evaṃ samaṃbhiset,ṣaḍbhi yogaś,ca naśyati,niścayād dhairyāt,jñānāc ca darśanāt,yoga prasiddhati,kurjāsa tad āsanaṃ,tasmād,pāṭavaṃ,kathaṃte,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
Tü,rājayogam,yoginā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,sāvarā,śuddha,buddhaś ca,koraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarāhvayaḥ,ṭiṇṭiṇiḥ,bhālukī,prabhāvataḥ,aśeṣa,tāya,samāśraya,maṭho haṭhaḥ,yuktānām,ādhāra,kamaṭho,haṭhaḥ,,vivaraṃ,yataṃ,liptamamalaṃ,niḥśeṣa,jantūjjhitam,vedikūparuciraṃ,eva samabhyaset,ṣaḍbhir yogo,vinaśyati,sāhasād dhairyāt,jñānāc ca niścayāt,yogaḥ prasidhyati,kuryāt tad āsanaṃ,sthairyam,lāghavaṃ,kathyante,pāde tale ubhe,pracakṣate,'pi,gomukhākṛti
V1,rājayogam,yoginā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādināthādi,śābarā,suddha,buddhaś ca,pauraṇṭakaḥ,surānandaḥ,siddhi,pādaś ca,,carpaṭī,pūrya,nityanātho,kākacaṇḍīśvarāhvayaḥ,ṭiṇṭiṇī,bhālukī,prabhāvataḥ,saṃsāra,tāpa,samāśrayo,haṭho maṭhaḥ,jagatīm,ādhāre,ka haṭho,maṭhaḥ,,sahitaṃ,yutaṃ,liptam abijaṃ,niḥśeṣa,bāndhojjhitam,vedikūparucitaṃ,evaṃ samabhyaset,ṣaḍbhir yogaḥ,\em prahāsyati,niścayadhairyāt,jñānāc ca darśanāt,yogas tu sidhyati,tatkuryād āsanaṃ,sthairyam,pāṭavaṃ,likhyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
V11,rājayogam,yoginā,yogaḥ pradṛśyate,rājayogam,ajānatām,kṣamākaraḥ,svātmārāmo,śrīādinātha,śābarā,śuddha,buddhaś ca,pauraṇḍakaṃ,surānandaḥ,siddha,pādaś ca,,carpaṭaḥ,pūrva,ninātho,kākacaṇṭīdayākaraḥ,tiṇṭinī,bhālukā,prasādataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,jagatām,ādhāraḥ,kamaṭho,haṭhaḥ,,puṭitaṃ,yataṃ,liptamamalaṃ,niḥśeṣa,vātojjhitaṃ,vedikūparacite,evaṃ samabhyaset,ṣaḍbhir yogaḥ,na sidhyati,niścayāt dhairyyāt,jñānāś ca darśanāt,yogaś ca sidhyati,kuryāt tad āśanaṃ,tasmāt,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣyate,'pi,gomukhaṃ tathā
V12,rājayogam,yogināṃ,yogopadiśyate,rājayogam,ajānatām,kṣamākaraḥ,svātmārāmo,++dināthāya,śābarā,śuddha,+ddhaś ca,pauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,ca+a.iḥ,pūrva,svaninātho,kākacaṇḍīśvarādayaḥ,ṭiṭiṇī,bhānukā,prabhāvataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,jagatām,ādhāraḥ,kamaṭho,haṭhaḥ,,viṭapaṃ,yitaṃ,liptamamalaṃ,nirdoṣa,bādhojjhitam,vedikūparacitaṃ,evaṃ samabhyaset,ṣaḍbhir yogo,vinaśyati,niśca++dhyairāt,jñānāc ca darśanāt,yogaś ca sidhyati,kuryāt tad āsanaṃ,tasmād,pāṭavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
V13,rājasaudham,yoginā,vidyopadiśyate,rājayogam,ajānatām,kṛpākaraḥ,svātmārāmo,śrīādinātha,śābarā,śuddha,buddhaś ca,koraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭī,pūjya,nityanātho,kākacaṇḍīśvarāhvayaḥ,ṭiṇṭiṇīḥ,bhālukī,prabhāvataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,yuktānām,ādhāraḥ,kamaṭho,haṭhaḥ,,viṭapaṃ,yitaṃ,liptavimalaṃ,niḥśeṣa,bādhojjhitam,vedikūparuciraṃ,evaṃ sadābhyaset,ṣaḍbhir yogo,vinaśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,tat kuryād āsana,sthairyam,lāghavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhākṛtiḥ
V14,rājasaudham,yoginā,yogopadiśyate,rājamārgam,ajānatām,kṣamākaraḥ,svātmārāmo,śrīādinātha,śābarā,siddho,buddhaś ca,kauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carppaṭī,pūjya,nityānaṃdo,kākacaṇḍīśvaro mayaḥ,ḍhiḍhiviḥ,bhālukī,prasādataḥ,saṃsāra,tāpa,samāśraya,mato haṭhaḥ,jātānām,ādhāras,tu mato,haṭhaḥ,,piṭhake,tpite,liptavimalaṃ,niḥśeṣa,bādho .itaṃ,vedikābhiruciraṃ,eva sadābhyaset,ṣaḍbhir yogo,vinaśyati,niścayād dhairyā,jñānāc ca darśanāt,yogaḥ prasidhyati,tatkuryād āsanaṃ,sthairyam,pāṭavaṃ,kathyante,padatale ubhe,vidur budhāḥ,'pi,gomukhākṛtiḥ
V15,rājasaudham,dhīmatā,vidyopadiśyate,rājayogam,ajānataḥ,kṛpākaraḥ,svātmārāmo,śrīādinātha,sāgarā,siddha,buddhaś ca,koraṇḍakaḥ,surānandaḥ,śrī,pādaś ca,caiva,carpaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarāhvayaḥ,ciṃciṇīḥ,vāsukī,prabhāvataḥ,saṃsāre,tāpa,samāśraya,mahāmaṭhaḥ,jagatām,ādhāra,kamaṭho,haṭhaḥ,,piṭakaṃ,vṛtaṃ,liptavimalaṃ,niḥśeṣa,jantūjjhitam,kūpavediruciraṃ,eva sadābhyaset,ṣaḍbhir yoge,vinaśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,tat kuryād āsane,sthairya,lāghavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
V15pc,rājasaudham,dhīmatā,vidyopadiśyate,rājayogam,ajānataḥ,kṛpākaraḥ,svātmārāmo,śrīādinātha,sāgarā,siddha,buddhaś ca,koraṇḍakaḥ,surānandaḥ,śrī,pādaś ca,caiva,carpaṭiḥ,pūjya,nityanātho,kākacaṇḍīśvarāhvayaḥ,ciṃciṇīḥ,vāsukī,prabhāvataḥ,saṃsāre,tāpa,samāśraya,mahāmaṭhaḥ,yuktānām,ādhāra,traividya,haṭhaḥ,,piṭakaṃ,vṛtaṃ,liptavimalaṃ,niḥśeṣa,jantūjjhitam,kūpavediruciraṃ,eva sadābhyaset,ṣaḍbhir yoge,vinaśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,tat kuryād āsane,sthairya,lāghavaṃ,kathyante,pādatale ubhe,pracakṣate,'pi,gomukhaṃ yathā
V16,rājayogam,yoginā,yogopadiśyate,rājayogam,ajānatā,kṣṛpākaraḥ,svātmārāmo,śrīādinātha,sāvanā,śuddha,buddhaś ca,pauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūrva,,kākacaṇḍīśvarādayaḥ,ṭiṇṭiṇiḥ,bhālukā,prabhāvataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,yuktānām,ādhāraḥ,kamaṭho,haṭhaḥ,,viṭapaṃ,yitaṃ,liptamamalaṃ,nirdoṣa,bādhokṣitaṃ,vedikūparacitaṃ,evaṃ samabhyaset,ṣaḍbhir yogaś,ca naśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,kuryāt tad āsanaṃ,tasmād,pāṭavaṃ,kathyate,pādatale ubhe,pracakṣyate,'pi,gomukhaṃ tathā
V16pc,rājayogam,yoginā,yogopadiśyate,rājayogam,ajānatā,kṣṛpākaraḥ,svātmārāmo,śrīādinātha,sāvanā,śuddha,buddhaś ca,pauraṇṭakaḥ,surānandaḥ,siddha,pādaś ca,,carpaṭiḥ,pūrva,,kākacaṇḍīśvarādayaḥ,ṭiṇṭiṇiḥ,bhālukā,prabhāvataḥ,saṃsāra,śrama,āśrayo yaṃ,haṭho mataḥ,yuktānām,ādhāraḥ,kamaṭho,haṭhaḥ,,viṭapaṃ,yitaṃ,liptamamalaṃ,nirdoṣa,bādhojjhitam,vedikūparacitaṃ,evaṃ samabhyaset,ṣaḍbhir yogaś,ca naśyati,niścayād dhairyāt,jñānāc ca darśanāt,yogaḥ prasidhyati,kuryāt tad āsanaṃ,tasmād,pāṭavaṃ,kathyate,pādatale ubhe,pracakṣyate,'pi,gomukhaṃ tathā
